"Entry type","Autor einheitl.","Vollständiger Titel","Druckjahr","Verlagsort","Link zum Digitalisat"
"OLD","La Roche","LA PIERRE | DE TOUCHE, | Ou | LE SECRET | de délier la Langue, | Das iſt: | Probier⸗Stein, | Oder | Die Kunſt, | die Zunge aufzuloͤſen , | vermittelſt kurtzer, leichter, und galanter | Geſpraͤche, | In drey Theile abgefaſſet, | Durch | Me. LA ROCHE.","1764","Leipzig","Cloud"
"OLD","La Roche","Nouvelle methode pour traiter la grammaire Françoise : Das ist: Neue Methode die Französische Grammatic zu tractiren, Darinnen kurz und deutlich Die nöthigen Principia dieser Sprache, absonderlich aber ein Handgriff die Pronomina und Conjugationes ... zu erlernen, gewiesen wird, Mit dem Probierstein, ... / Durch Me. La Roche. Diese Edition ist genau übersehen, corrigiret, ...","1766","Lucern",""
"OLD","La Roche","La pierre de touche","1766","Lucern",""
"OLD","La Roche","Le Secret de délier la langue par le moyen de certains entretiens ... avec un recueil des mots plus nécessaires, par Me La Roche, corrigé et augmenté par N. de Flans ... - ""Die Kunst die Zunge auffzulösen"" ... - La Petite grammaire. N. de Flans ... - ""Die Kleine Grammatic"" ..","1768","Leipzig",""
"OLD","La Roche","Nouvelle methode pour traiter la grammaire françoise : Das ist: neue Methode die französische Grammatic zu tractiren, darinnen kurz und deutlich die nöthigen Principia dieser Sprache, absonderlich aber ein Handgriff die Pronomina und Conjugationes ohne Beschwerung des Gedächtnisses zu erlernen, gewiesen wird, mit dem Probierstein oder der Kunst die Zunge aufzulösen, durch M. La Roche / Diese Ed. ist genau übersehen, corrigiret, und mit sehr vielen, sowohl nöthigen als nützlichen Regeln, Anmerkungen, Verbis irregularibus und Historien, wie auch mit einem kurzen Unterricht von der Titulatur und Brief-Überschriften vermehret | Leipzig : bey Johann Friedrich Junius ","1770","Leipzig",""
"OLD","La Roche","La pierre de touche","1770","Leipzig",""
"OLD","La Roche","NOUVELLE METHODE | POUR TRAITER LA | GRAMMAIRE | FRANÇOÎSE, | Das iſt: | Neue METHODE | die Franzoͤſiſche | GRAMMATIC | zu tractiren: | darinnen kurz und deutlich | die noͤthigen Principis dieſer Sprache, | abſonderlich aber ein Handgriff, die Pronomina und | Conjugationes ohne Beſchwerung des Gedächtniſſes | zu erlernen, gewieſen wird, | Mit dem Probierſtein, | oder der Kunſt die Zunge aufzuloͤſen, | Durch | Me. LA ROCHE. | Sechs und zwanzigſte Auflage. | Dieſe Edition iſt genau uͤberſehen, corrigiret, und mit ſehr | vielen, ſo wohl noͤthigen als nützlichen Regeln, Anmerkungen, Ver- | bis irregularibus und Hiſtorien, wie auch mit einem kurzen Un⸗ | terricht von der Titulatur und Brief⸗Ueberſchriften | vermehret. | WIEN, | Gedruckt, und zu finden, bey Joh. Th. Edl. v. Trattnern, | k. k. Hofbuchdruckern, und Buchhaͤndlern.","1780","Wien","Cloud"
"OLD","La Roche","LA PIERRE | DE TOUCHE, | ou | LE SECRET | DE DÉLIER LA LANGUE. | Das iſt: | Probierſtein, | oder: | die Kunſt die Zunge aufzuloͤſen, | vermittelſt kurzer, leichter und galanter | Geſpraͤche. | In drey Theile abgefaſſet, | durch | Me. LA ROCHE.","1780","Wien","Cloud"
"OLD","La Roche","Le secret de délier la langue, par le moyen de certains entretiens courts, faciles et galans avec un recuil des mots plus necessaires | par Madame la Roche | Nouvelle Edition plus perfectionnée que les précédente | Die Kunst die Zunge aufzulösen, vermittels kurzer leichter und galanter Gespräche","1788","Bonn",""
"OLD","La Roche","| FRANÇOÎSE, | Das iſt: | Neue METHODE | die Franzoͤſiſche | GRAMMATIC | zu tractiren: | darinnen kurz und deutlich | die noͤthigen Principis dieſer Sprache, | abſonderlich aber ein Handgriff, die Pronomina und | Conjugationes ohne Beſchwerung des Gedächtniſſes | zu erlernen, gewieſen wird, | Mit dem Probierſtein, | oder der Kunſt die Zunge aufzuloͤſen, | Durch | Me. LA ROCHE. | Sieben und zwanzigſte Auflage. | Dieſe Edition iſt genau uͤberſehen, corrigiret, und mit | ſehr vielen, ſo wohl noͤthigen als nützlichen Regeln, Anmerkungen, | Verbis irregularibus und Hiſtorien, wie auch mit einem kurzen | Unterricht von der Titulatur und Brief⸗Ueberſchriften | vermehret. | WIEN, | gedruckt und zu finden bey Joh. Thom. Edl. v. Trattnern, | k. k. Hofbuchdrucker und Buchhaͤndler","1791","Wien","Cloud"
"OLD","La Roche","
LA PIERRE | DE TOUCHE, | ou | LE SECRET | DE DELIER LA LANGUE. | Das iſt: | Probierſtein, | oder: | die Kunſt die Zunge aufzuloͤſen, | vermittelſt kurzer, leichter und galanter | Geſpraͤche. | In drey Theile abgefaſſet, | durch | Me. LA ROCHE.","1791","Wien","Cloud"
"OLD","Martin, Daniel","Proverbia, Sententiae salesque quibus galli tam dicta quam scripta condire solent","1625","Strassburg","https://digital.ub.uni-leipzig.de/object/viewid/0000013825"
"OLD","Martin, Daniel","Les Colloques François & Allemands de Daniel Martin maistre en la langue Françoise à Straßbourg ; ausquels est adjoustée Une Nomenclature non encore veue. La Methode de composer lettres Françoises. La Monnoye coursable en France. Une Grammaire Françoise. = Frantzösische und Teutsche Gespräch Danielis Martini Frantzösische[n] Sprachmeisters zu Straßburg : daran gehenckt ist Eine bißhero noch nit gesehene Nomenclatura. Ein unterricht Frantzösische Brieff zuschreiben. Die in Franckreich gangbare Müntz. Ein Frantzösische Grammatic","1627","Strassburg","https://books.google.de/books?id=3ANEAAAAcAAJ&hl=de&pg=PP3#v=onepage&q&f=false"
"OLD","Martin, Daniel","Frantzösische und Teutsche Sprichwörter/ Für die jenigen so beide Sprachen recht begeren zu verstehen/ Zusammen getragen ddurch Danielem Martinum/den allhie Frantzösischen Sprachmeister. Editio II. Proverbes François & Allemands, pour ceux qui desirent bien entendre l'une & l'autre langue, recueillis. par Daniel Martin, le maistre en langue Françoise de la trescelebre Université de Strasbourg.","1627","Strassburg","https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10587376-1"
"OLD","Martin, Daniel","Donatus Italicus Seu Dilucidorum Italicae linguae rudimentorum compendium : Cum Rerum In Quotidiano usu magis obviarum Nomenclatura / Authore Daniele Martino …","1628","Köln",""
"OLD","Martin, Daniel","Donatus Italicus","1629","Strassburg",""
"OLD","Martin, Daniel","Acheminement a la Iangue allmande","1635","Strassburg","https://gallica.bnf.fr/ark:/12148/bpt6k6251404d"
"NEW","Martin, Daniel","New Parlement/ Oder Hundert Kurtzweilige/ doch nutzliche/ Gespräch/ Frantzösisch und Teutsch/ in welchen unter den Titteln von allerley Standts=Personen und Handwerckern die jenige wort/ Reden/ ind Discurs vorgebracht werden/ so man im täglichen Handel un Wandel zugebrauchen pfleget: Also daß beyder Sprachen Liebhabern eines Dictionarii und Nomenclaturæ stell mit nutz vertretten mögen. Mit eingeführten anmühtigen und lustigen Discursen/Historien/Sprüchen und Sprichwörtern. Sampt beygefügten nutzlichen Register der fürnembsten Materien und Wörtern: Verfertiget/ Durch Danielem Martinum, Frantzösischen Spracmeistern. = Parlement nouveau, ou ; Centurie interlinaire de devis facetieusement serieux et serieusement facetieux, comprenans sous des Tiltres de Professions, Charges, Artifices, Mestiers & autres Estats tous les mots & phrases necessaires en la conversation humaine, & par ainsi servant de Dictionaire & Nomenclature aux amateurs de deux langues, Françoise & Allemande. Ouvrage non moins utile pour le puplic [sic], que delectagle pour la varieté des rencontres, pleins de doctrine admirable ; & de moralité ; autant qu’il est possible ; parsemé de Dicscours, Histoires, Sentences & Proverbes, non moins utiles que facetiëux. Ensemble la table des tiltres & des principales matieres y traictées. Daniel Martin, Linguiste","1637","Strassburg","http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11346573-6"
"OLD","Martin, Daniel","Les Colloques François & Allemands de Daniel Martin, Maistre en la langue Françoise a Strasbourg, ausquels est adjoustée Une Nomenclature non encore veuë. La Methode de composer lettres Françoises. La Monnoye coursable en France. Une Grammaire Françoise. = Frantzösische und Teutsche Gespräch Danielis Martini Frantzösischen Sprachmeisters zu Straßburg: Daran gehänget ist Eine bißhero noch nicht gesehene Nomenclatura. Ein Unterricht Frantzösische Brief zu schreiben. Die in Franckreich gangbare Müntz. Eine Frantzösische Grammatic","1642","Strassburg","https://nbn-resolving.org/urn:nbn:de:urmel-facad669-f627-472b-a013-4f941884424d4"
"OLD","Martin, Daniel","Kurtzer Ausszug der nothwendigsten ... Regeln der Frantzösischen Sprach = EXTRAICT COURT ... de la langue allemande","1644","Strassburg","https://books.google.de/books?id=ehRmAAAAcAAJ&hl=de&pg=PA1#v=onepage&q&f=false"
"OLD","Martin, Daniel","New Parlement/ Oder Hundert Kurtzweilige/ doch nutzliche/ Gespräch/ Frantzösisch und Teutsch/ in welchen unter den Tittuln von allerley Stands=Personen un Handwerckern die jenige Wort/ Reden/ und Discurs vorgebracht werden/ so man im täglichen Handel und Wandel zugebrauchen pfleget: Also daß sie beyder Spraachen liebhabern eindes Dictionarii und Nomenclaturæ stell mit nutz vertretten mögen. Mit eingeführten anmühtigen und lustigen Discursen/ Historien/ Sprüchen/ und Sprichwörtern. Sampt beygefügten nutzlichen Register der fürnemsten Materien und Wörtern: Verfertiget/ Durch Danielem Martinum Frantzösischen Spraachmeistern. Und in diesem letzteren Truck mit sonderbarem Fleiß von newem übersehen/ verbessert und vermehrt. = Parlement Nouveau, ou centurie interlinaire de devis facetieusement serieux & serieusement facetieux, comprenans sous des Tiltres de Professions, Charges, Artifices, Mestiers & autres Estats tous les mots & phrases necessaires en la conversation humaine, & par ainsi servant de Dictionaire & Nomenclature aux amateurs de deux langues Françoise & Allemande. Ouvrage non moins utile pour le public, que delectable pour la varieté des rencontres, pleins de doctrine admirable, & de moralité, autant qu’il est poßible, parsemé de Discours, Histoires, Sentences & Proverbes, non moins utiles que facetieux. Ensemble la table des tiltres & des principales martieres [sic] y traictées Par Daniel Martin, Linguiste. Derniere Edition Reveüe corrigée, & augmentée","1660","Strassburg","https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10587381-0"
"OLD","Martin, Daniel","Le guidon allemand","1663","Strassburg","http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10584030-8"
"OLD","Martin, Daniel","","1665","",""
"OLD","Martin, Daniel","New Parlement/ Oder Hundert Kurtzweilige/ doch nutzliche/ Gespräch/ Frantzösische und Teutsch/ in welchen unter den Tituln von allerley Stands-Personen und Hanwerckern die jenige Wort/ Reden/ und Discurs vorgebracht werden/ so man im täglichen Handel und Wandel zugebrauchen pfleget/ Also daß sie beyder Spraachen Liebhabern eines Dictionarii und Nomenclaturae stell mit nutz vertretten mögen [...]. = Parlement Nouveau, ou centurie interlinaire de devis facetieusement serieux & serieusement facetieux, comprenans sous des Tiltres de Professions, Charges, Artifices, Mestiers & autres Estats tous les mots & phrases necessaires en la conversation humaine, & par ainsi servant de Dictionaire & Nomenclature aux amateurs de deux langues Françoise & Allemande. [...] Par Daniel Martin, Linguiste. Derniere Edition. Reveüe corrigée, & augmentée","1679","Strassburg","https://bibnum-patrimoniale.univ-grenoble-alpes.fr/items/show/795"
"OLD","Martin, Daniel","Le Guidon allemand","1693","Köln","https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10584031-3"
"OLD","Martin, Daniel","Der Teutsche Wegweiser","1704","Augsburg","https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11280805-0"
"NEW","Pepliers, Jean Robert des","Nouvelle et parfaite grammaire royale françoise et allemande: = Neue u. vollständige kgl. französische Grammatik : mit e. neu-eingerichteten Syntaxi, e. verbess. Wörterbuche, ... des Des Pepliers ... hrsg. ... aus des Buffier ... Anmerkunge…","1550","Leipzig",""
"OLD","Pepliers, Jean Robert des ","Grammaire royale françoise & allemande","1689","Berlin","https://resolver.sub.uni-hamburg.de/kitodo/PPN722584083"
"OLD","Pepliers, Jean Robert des","Nouvelle grammaire royale françoise & allemande","1693","Berlin","http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10587504-4"
"OLD","Pepliers, Jean Robert des","Nomenclature françois et allemande","1695","Berlin",""
"OLD","Pepliers, Jean Robert des","Essay d'une parfaite grammaire royale françoise","1696","Berlin",""
"OLD","Pepliers, Jean Robert des","Dialogues, Familiers, Recueil De Quelques Proverbes Et Sentences Francoises, Avec Des Phrases Sur Les Parties Du Corps Humain. Das ist: Gemeine und in Reden Vorkommende Gespräche Außzug einiger Frantzösischen Sprüchwörter und Denck-Sprüche Nebenst einigen Redens-Arten Uber die Theile des Menschlichen Leibes und über die Kleidung","1996","Berlin",""
"OLD","Pepliers, Jean Robert des","La parfaite grammaire royale françoise","1699","Berlin","http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11346579-3"
"OLD","Pepliers, Jean Robert des","La Parfaite Grammaire Royale, Françoise Et Allemande","1702","Berlin, Frankfurt a.d.O.","https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10587505-0"
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite grammaire royale françoise et allemande: = Neue vollkommene königliche französische Grammatica ...","1707","Berlin","https://books.google.de/books?id=5kR5jP2jb3IC&redir_esc=y"
"OLD","Pepliers, Jean Robert des","La Parfaite grammaire royale, françoise & allemande : das ist Vollkommene koenigliche franssoeische grammatica ... / Alles verfasset von Herrn Des Pepliers, ... Die 13de Ausfertigung ... vermehret …","1709","Berlin",""
"OLD","Pepliers, Jean Robert des","La Parfaite Grammaire Royale Françoise & Allemande","1713","Leipzig","https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10587506-5"
"OLD","Pepliers, Jean Robert des","La Parfaite Grammaire Royale Françoise & Allemande","1715","Leipzig","https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10587507-0"
"OLD","Pepliers, Jean Robert des","La parfaite grammaire royale françoise et allemande, das ist: vollkommene königl. frantz.-teutsche Grammatica","1716","Leipzig",""
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite grammaire royale française et allemande: = Neue und vollkommene köngliche französische Grammatica","1719","Berlin",""
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite grammaire royale françoise et allemande : Neue und vollständige königliche französische Grammatik","1722","Berlin",""
"OLD","Pepliers, Jean Robert des","La parfaite grammaire royale françoise et allemande, das ist: Vollkommene königl. frantz. teutsche Grammatica ...","1722","Leipzig",""
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite grammaire royale françoise et allemande: mit einem neu eingerichteten Syntaxi und verbesserten Wörter-Buch ...","1724","Berlin",""
"OLD","Pepliers, Jean Robert des","La parfaite grammaire royale françoise [et] allemande : das ist vollkommene königl. frantz.-deutsche Grammatica mit neuen und sehr nützlichen Regeln, nebst einem verbesserten Wörterbuche ...
","1724","Leipzig",""
"OLD","Pepliers, Jean Robert des","[La Parfaite Grammaire Royale Francoise et Allemande : ""Das ist Vollkommene Königl. Frantz(ösisch) Teutsche Grammatica, Mit neuen und sehr nützlichen Reguln, Nebst einem verbesserten Wörter-Buche, manierlichen Gesprächen und zierlichen Redens-Arten, auserlesenen Sprüchen, artigen Historien und sinnreichen Einfällen, anmuthigen und nach jetziger Zeit wohlgesetzten Briefen.","1725","Leipzig",""
"OLD","Pepliers, Jean Robert des","Nouvelle et Parfaite Grammaire Royale Françoise et Allemande, Neue und vollkommenen Königliche Frantzösische Grammatica Mit einem neu-eingerichteten Syntaxi und verbessertem Wörter-Buch, manierlichen Gesprächen, und zierlichen Redens-Arten, auserlesenen Sprüchen, curiösen und artigen Historien und sinnreichen Einfällen, anmuthigen und nach jetziger Zeit wohlgesetzten Briefen / Bishero unter dem Namen H[err]n des Pepliers, ... vielmals heraus gegeben ; Anjetzo aber alles durchgehends aus des sinnreichen Französischen Jesuiten, Hrn. Buffier ... verbessert ...","1729","Berlin",""
"OLD","Pepliers, Jean Robert des","La parfaite grammaire royale françoise & allemande, Das ist: vollkommene königl. Frantz. teutsche Grammatica, mit neuen und sehr nützlichen Reguln, nebst einem verbesserten Wörter-Buche ... / verfasset vom Hrn. des Pepliers ... ; ... verbessert und vermehret vom Herrn Pierre Rondeau.","1729","Leipzig",""
"OLD","Pepliers, Jean Robert des","Nouvelle Et Parfaite Grammaire Royale Françoise Et Allemande","1733","Berlin",""
"OLD","Pepliers, Jean Robert des","Nouvelle Et Parfaite Grammaire Royale Françoise Et Allemande : Mit einem neu-eingerichteten Syntaxi Und verbessertem Wörter-Buch, manierlichen Gesprächen und zierlichen Redens-Arten, auserlesenen Sprüchen, curieusen und artigen Historien und sinnreichen Einfällen, anmuthigen und nach jetziger Zeit wohlgesetzten Briefen","1735","Berlin","https://www.europeana.eu/de/item/531/item_7OTO4RNOMGZLFIDKWAF675D5GLN2ABPK"
"OLD","Pepliers, Jean Robert des","La parfaite grammaire royale françoise et allemande = das ist Vollkommene königl. Frantz. teutsche Grammatica ...","1735","Leipzig","https://www.europeana.eu/de/item/531/item_WEFC2ZHXHSR7GOLREM2AENTWT5YXYI3P"
"OLD","Pepliers, Jean Robert des","Nouvelle Et Parfaite Grammaire Royale Françoise Et Allemande : = Neue und vollkommene Königliche Frantzösische Grammatica : Mit einem neu-eingerichteten Syntaxi Und verbesserten Wörter-Buch, manierlichen Gesprächen und zierlichen Redensarten, auserlesenen Sprüchen, curieusen und artigen Historien und sinnreichen Einfällen, anmuthigen und nach jetziger Zeit wohlgesetzten Briefen / Bishero unter dem Namen Hn. des Pepliers, Acad. Mitgliedes, vielmal herausgegeben, Anjetzo aber alles durchgehends aus des sinnreichen Frantzösischen Jesuiten, Hn. Buffier, und anderer gelehrter Anmerckungen Durch ein Mitglied der Königl. Preuß. Societät der Wissenschafften in Berlin, Aufs fleißigste verbessert, ... Und mit einem ... Titular-Buch des Königl. Preußischen Hofes vermehret","1736","Berlin",""
"OLD","Pepliers, Jean Robert des","La Parfaite Grammaire Royale Françoise & Allemande, Das ist: Vollkommene Königl. Französ. Teutsche Grammatica: Mit neuen und sehr nützlichen Reguln, Nebst einem verbesserten Wörter-Buche, manierlichen Gesprächen und zierlichen Redens-Arten ...","1737","Leipzig",""
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite grammaire royale françoise et allemande: = Neue und vollkommene königliche französische Grammatica : mit einem neu-eingerichteten Syntaxi und verbesserten Wörter-Buch, manierlichen Gesprächen und zierlichen Redens-Arten…","1738","Berlin",""
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite grammaire royale françoise et allemande: Neue und vollständige königliche französische Grammatik","1739","Berlin",""
"OLD","Pepliers, Jean Robert des","La parfaite grammaire royale, Françoise et Allemande, Das ist: Vollkommene Königl. Frantz. Teutsche Grammatica : mit neuen und sehr nützlichen Reguln ...","1740","Leipzig","https://www.deutsche-digitale-bibliothek.de/item/RB6A7VG7CMO3U3PSG6VJRAC6G6BKXOPN"
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite grammaire royale françoise et allemande = : Neu und vollkommene königliche französische Grammatica, mit einem neueingerichteten Syntaxi und verbesserten Wörter-Buch, manierlichen Gesprächen und zierlichen Redens-Arten ... / bishero unter dem Namen Hn. des Pepliers, Acad. Mitgliedes, vielmal herausgegeben ; anjetzo aber alles durchgehends aus des sinnreichen frantzösischen Jesuiten, Hn. Buffier, und anderer gelehrten Anmerckungen aufs fleissigste verbessert, mit einem vollständigen Unterricht von der heutigen und nach der allerneuesten französischen Manier eingerichteten Orthographie und Prononciation ; und mit einem nebst andern vielen und wichtigen Zusätzen zielvergrösserten Titular-Buch vermehret, aufs neue übersehen und verbessert.","1741","Leipzig",""
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite grammaire royale françoise et allemande Des Pepliers, [Robert Jean] ; Neu und vollkommene Königliche Französische Grammatica. ... Bishero unter d. Namen Des Pepliers ... hrsg. Anjetzo aber .. durch e. Mitgl. d. Königl. Preuß. Akad. d. Wiss. in Berlin ... verb. u. mit e. vielvergrösserten Titular-Buch verm. Aufs neue übersehen u. verb.","1742","Berlin",""
"OLD","Pepliers, Jean Robert des","Nouvelle Et Parfaite Grammaire Royale Françoise Et Allemande : = Neu und vollkommene Königliche Französische Grammatica : Mit einem neu eingerichteten Syntaxi Und verbesserten Wörter-Buch ... / Bishero unter dem Namen Hn. des Pepliers, Acad. Mitgliedes, vielmal herausgegeben, Anjetzo aber alles durchgehends aus des sinnreichen Französischen Jesuiten, Herrn Buffier, und anderer gelehrten Anmerckungen Durch ein Mitglied der Königl. Preuß. Societät der Wissenschafften in Berlin, Aufs fleissigste verbessert ...","1744","Berlin",""
"OLD","Pepliers, Jean Robert des","Nouvelle et Parfaite Grammaire Royale Francoise et Allemande. Neue und vollkommene Königliche Französische Grammatica mit einem neu eingerichteten Syntaxi und verbesserten Wörter-Buch, manierlichen Gesprächen und zierlichen Redens-Arten, auserlesnen Sprüchen.... Bishero unter dem Namen des Herrn Pepliers...herausgegeben, anjetzo aber alles durchgehends aus des sinnreichen Französischen Jesuiten, Herrn Buffier, ... aufs fleißigste verbessert...","1745","Berlin",""
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite grammaire royale francoise et allemande : Neue und vollkommene königliche französische Grammatica ","1746","Berlin",""
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite Grammaire Royale françoise et allemande : Neue und vollständige Königliche französische Grammatik ...
","1746","Leipzig",""
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite grammaire royale françoise et allemande: = Neue und vollständige königliche französische Grammatik","1747","Leipzig",""
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite grammaire royale françoise et allemande: = Neue und vollständige königliche französische Grammatik : mit e. neu-eingerichteten Syntaxi, e. verbesserten Wörterbuche, manierlichen Gesprächen, zierlichen Redensarten","1749","Leipzig",""
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite grammaire royale françoise et allemande: = Neue vollständige Königliche Französische Grammatik : mit einem neu-eingerichteten Syntaxi, einem verbesserten Wörte...","1752","Leipzig",""
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite Grammaire royale françoise et allemande: mit einem neu-eingerichteten Syntaxi ... einer vermehrten und erläuterten Anweisung zur teutschen Titulatur und einem viel vergrösserten Churfürstl. Sächsischen Titular-Buche…","1753","Leipzig","https://stabikat.de/Record/665457901"
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite grammaire royale françoise et allemande: = Neue und vollkommene königliche französische Grammatica : mit einem neu eingerichteten Syntaxi und verbesserten Wörterbuch ...","1756","Berlin",""
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite grammaire Royale Françoise et Allemande. Neue und vollständige Königliche Französische Grammatik, Mit einem neu-eingerichteten Syntaxi, einem verbesserten Wörterbuche, manierlichen Gesprächen, zierlichen Redensarten, auserlesenen Denksprüchen, merkwürdigen artigen Historien und sinnreichen Einfällen, anmuthigen und nach itziger Zeit wohlgesetzten Briefen. Bisher unter dem Nahmen des Herrn des Pepliers, vielmals herausgegeben. Gegenwärtig aber durchgehends aus des berühmten Französischen Jesuiten, Hn. Buffier [...] verbessert und vermehret. Mit einem Frontispiz, zweifarbigem Titel und einer gefalteten Tabelle.","1756","Leipzig",""
"OLD","Pepliers, Jean Robert des","Nouvelle Et Parfaite Grammaire Royale Françoise Et Allemande: = Neue und vollkommene Königliche Französische Grammatica : mit einem neu eingerichteten Syntaxi und verbesserten Wörterbuch ... wolgesezten Briefen","1758","Berlin","https://www.nli.org.il/he/books/NNL_ALEPH990029587690205171/NLI"
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite grammaire royale françoise et allemande: = Neue u. vollst. kgl. französische Grammatik ...","1760","Leipzig",""
"OLD","Pepliers, Jean Robert des","Nouvelle et Parfaite Grammaire Royale Françoise Et Allemande : mit einem neu-eingerichteten Syntaxi, einem verbesserten Wörterbuche, manierlichen Gesprächen, zierlichen Redensarten, auserlesenen Denksprüchen merkwürdigen artigen Historien und sinnreichen Einfällen, anmuthigen und nach itziger Zeit wohlgesetzten Briefen / bisher unter dem Nahmen des Herrn des Pepliers, vielmals herausgegeben, Gegenwärtig aber durchgehends aus des berühmten Französischen Jesuiten, Hn. Buffier, und anderer Gelehrten Anmerkungen auf das fleißigste verbessert, mit einem zulänglichen Unterricht von der heutigen und allerneuesten Französischen Orthographie und Aussprache, einer vermehrten und erläuterten Anweisung zur teutschen Titulatur, auch einem viel vergrösserten Churfl. Sächsis. Titular-Buche, auf das neue übersehen, verbessert und vermehret","1761","Leipzig","http://nbn-resolving.de/urn:nbn:de:hbz:061:1-539274"
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite Grammaire Royale Françoise et Allemande : Neue und vollständige Königliche Französische Grammatik, Mit einem neu-eingerichteten Syntaxi ... : Gegenwärtig aber durchgehends aus den berühmten Französischen Jesuiten, Hn.Buffier, und anderer Gelehrten Anmerckungen ... verbessert, mit ... einer ... Anweisung zur deutschen Titulatur ... / Bisher unter dem Nahmen des Herrn de Pepliers vielmals herausgegeben","1762","Berlin",""
"OLD","Pepliers, Jean Robert des","Neue und vollständige Königliche Französische Grammatik : Mit einem neu-eingerichteten Syntaxi, einem verbesserten Wörterbuche, manierliche Gesprächen, zierlichen Redensarten, auserlesenen Denksprüchen ... / Bisher unter dem Nahmen des Herrn de Pepliers, vielmals herausgegeben, Gegenwärtig aber durchgehends aus des ... Hn. Buffier, und anderer Gelehrten Anmerkungen ... verbessert, mit einem vollständigen Unterricht von der heutigen und allerneuesten Französischen Orthographie und Aussprache ... vermehret. Von einem Mitglied der Königl. Societæt der Wissenschaften in Berlin","1762","","http://resolver.sub.uni-goettingen.de/purl?PPN893536059"
"OLD","Pepliers, Jean Robert des","Nouvelle et parfaite grammaire royale françoise et allemande. Neue und vollständige Königliche Französische Grammatik : Mit einem neu-eingerichteten Syntaxi, einem verbesserten Wörterbuche, manierlichen Gesprächen, zierlichen Redensarten, ... Bisher unter dem Nahmen des Herrn de Pepliers, vielmals herausgegeben, Gegenwärtig aber durchgehends aus des ... Hn. Buffier, und anderer Gelehrten Anmerkungen ... verbessert und vermehret. Von einem Mitglied der Königl. Societæt der Wissenschaften in Berlin ","1762","Paris",""
"OLD","Pepliers, Jean Robert des","Nouvelle Et Parfaite Grammaire Royale Françoise Et Allemande : Mit einem neu-eingerichteten Syntaxi, einem verbesserten Wörterbuche, manierlichen Gesprächen, zierlichen Redensarten, asuerlesenen Denksprüchen merkwürdigen artigen Historien und sinnreichen Einfällen, anmuthigen und nach itziger Zeit wohlgesetzten Briefen / Bisher unter dem Nahmen des Herrn des Pepliers, vielmals herausgegeben, Gegenwärtig aber durchgehends aus des berühmten Französischen Jesuiten, Hn. Buffier, und anderer Gelehrten Anmerkungen auf das fleißigste verbessert, mit einem zulänglichen Unterricht von der heutigen und allerneuesten Französischen Orthographie und Aussprache, einer vermehrten und erläuterten Anweisung zur teutschen Titulatur, auch einem viel vergrößerten Churfl. Sächs. Titular-Buche, auf das neue übersehen, verbessert und vermehret","1763","Leipzig","http://dl.ub.uni-freiburg.de/diglit/despepliers1763"
